30 250 4
2 8 6 2
110 153 197 250
26554 19720 14451 8856
79 57 62 95
74 96 94 21
41 14 49 18
19 39 36 82
93 47 34 34
80 74 72 54
18 63 78 35
99 43 21 56
14 45 94 67
30 83 86 15
18 36 28 14
49 54 60 95
40 57 92 85
78 83 89 22
42 98 23 93
26 53 62 21
62 33 62 73
62 38 10 73
99 17 81 83
83 32 59 36
96 93 14 39
42 91 31 35
30 80 42 33
46 78 89 22
88 14 22 62
60 100 72 65
46 66 84 99
70 74 55 36
60 42 62 47
13 60 32 58
98 58 78 16
73 38 77 10
16 16 44 35
86 45 71 79
84 83 34 62
53 87 54 12
81 23 96 62
18 100 29 10
57 89 29 15
77 86 90 38
85 11 78 93
83 96 26 51
64 51 61 22
36 77 67 98
42 12 36 71
23 52 39 12
32 99 63 90
33 88 19 81
27 87 56 78
32 62 14 90
57 44 14 96
13 92 44 31
89 26 60 40
29 79 78 84
88 50 42 96
99 22 41 62
70 96 59 70
56 78 59 72
40 28 44 55
14 52 97 86
56 49 44 75
43 17 33 61
35 16 18 35
73 18 28 90
70 33 60 98
14 53 78 76
94 45 30 57
29 14 59 86
76 13 20 38
75 46 47 29
68 67 63 81
98 86 51 52
36 31 68 96
15 36 96 38
17 46 81 70
44 18 81 22
16 30 30 90
97 16 36 51
96 57 89 44
100 12 89 41
71 40 11 33
65 28 59 22
56 40 60 83
86 64 92 16
76 100 97 16
22 33 11 98
17 30 75 93
100 64 79 42
12 62 28 54
47 100 22 38
63 45 77 89
20 51 84 96
85 78 91 43
93 25 50 31
24 83 42 32
80 67 39 33
48 59 20 71
36 83 38 39
48 72 60 50
65 44 11 47
81 10 54 80
49 48 38 72
95 92 68 91
69 61 68 31
62 57 32 19
90 43 47 29
34 25 89 89
68 82 96 44
53 16 39 89
66 15 25 30
54 78 68 76
30 95 89 78
30 52 30 71
16 63 85 72
97 71 23 31
20 70 47 77
43 74 69 32
17 49 50 59
35 38 39 92
82 34 84 64
22 21 55 88
50 48 84 89
23 15 89 96
90 88 41 87
77 57 41 76
66 55 42 59
89 32 99 77
32 100 13 39
36 39 32 29
22 19 96 99
10 23 61 96
52 40 76 58
35 38 33 61
21 71 39 74
72 89 82 44
65 72 97 12
34 87 54 32
46 54 95 62
99 76 23 73
55 58 59 58
63 49 88 64
59 62 46 65
10 63 89 40
68 20 54 49
67 38 99 53
61 93 28 55
78 30 79 87
58 20 21 14
41 21 45 90
55 24 40 28
86 90 20 56
60 48 42 52
11 59 66 77
86 11 14 14
20 71 17 49
47 56 34 12
30 53 48 39
49 57 35 10
33 50 76 80
100 59 74 18
21 54 66 27
79 13 86 83
57 55 30 67
75 38 67 42
39 75 16 85
16 65 21 47
58 19 93 95
61 43 88 59
41 97 53 42
87 32 14 56
25 99 37 25
96 77 60 73
98 22 39 28
66 46 60 46
77 31 79 97
53 69 92 28
86 40 69 37
84 29 82 72
29 33 11 71
61 58 21 31
48 93 62 26
47 75 55 56
62 64 73 20
55 82 60 75
86 96 33 23
55 29 42 39
12 55 97 12
88 74 46 30
13 54 72 37
65 100 13 13
98 67 10 28
13 76 15 25
74 33 42 52
31 49 59 63
43 64 74 19
77 36 50 67
80 68 78 68
24 58 58 30
24 45 97 43
58 42 27 22
81 75 81 81
65 71 25 91
81 12 94 95
21 43 74 78
26 39 92 34
31 22 14 44
57 27 91 29
26 92 83 81
60 63 33 44
61 41 68 40
15 31 53 47
72 13 67 16
69 74 40 87
55 79 57 23
59 61 53 88
71 37 36 47
36 27 26 42
58 70 17 38
35 86 21 34
15 23 16 72
77 91 34 24
16 38 28 49
13 65 56 22
85 25 52 76
93 38 81 84
30 14 55 31
47 54 70 41
62 47 33 48
16 75 49 81
99 34 97 13
30 98 27 97
82 93 26 10
75 53 96 98
54 12 98 61
97 14 46 12
65 100 93 74
27 56 75 72
97 85 52 13
81 78 57 20
87 37 67 98
49 57 19 67
70 91 96 55
90 81 95 14
77 60 56 54
46 96 53 68
78 35 61 75
88 47 25 10
73 61 64 17
39 65 60 91
99 23 73 49
25109 20724 15354 9678
69 27 38 74
34 67 35 58
18 86 77 22
78 70 57 79
17 13 74 53
80 80 64 44
49 25 87 100
41 68 79 21
89 90 10 52
14 72 19 16
23 32 21 74
96 76 91 74
37 94 55 94
48 69 34 95
40 47 34 14
73 61 17 51
80 33 45 71
79 59 82 68
60 39 11 73
64 54 79 27
91 87 83 85
53 50 79 74
78 26 56 85
48 78 54 43
70 62 23 52
86 66 94 90
64 36 37 77
52 15 61 97
35 39 48 43
33 23 100 50
22 13 12 39
24 15 94 22
71 44 55 53
26 55 42 83
42 71 93 80
76 15 64 20
74 76 69 90
59 77 94 61
99 20 39 52
45 94 56 100
21 77 29 10
44 84 61 23
10 42 39 98
